movie_title,original_description,true_genre,predicted_genre
In the Land of Blood and Honey,"During the Bosnian War, Danijel, a soldier fighting for the Serbs, re-encounters Ajla, a Bosnian who's now a captive in his camp he oversees. Their once promising connection has become ambiguous as their motives have changed.",romance,action
Kelisa,Sarah took over her family's business after her father was killed by Zaid. He did not know this because at that time he was studying abroad. Zaid carried out gold smuggling activities,romance,action
Neruda,"The poet Pablo Neruda receives the Nobel Prize for Literature in 1971 and in his acceptance speech, he recalls episodes of his life almost forgotten. In 1948 because of a Senator of the",action,romance
Namak Halaal,"Brought up by his grandfather, Arjun Singh moves to the city in search of a new job and life. While in the city he meets Bhairon, who helps him find a job as a singer in a 5-star hotel owned by Raja.",action,romance
Idol of Evil,"David Hilton is a mythological research expert. When his friend, Dr Kixley, is kidnapped by dangerous Satanists, David is called on by the Vatican to help save Dr Kixley from an evil end.",action,horror
Mujeres salvajes,"Six women murderers escape from prison to dug out a gold treasure buried in the woods, but six male campers are sitting on it. Birds get shot, women and men get shot, and the prize goes to the surviving few.",action,horror
Tuvalu,"In a desolate and colorless landscape stands a dilapidated bathhouse run by a puffed-up blind man, his long-suffering wife, and their son Anton, who does all the work. He's lonely and",romance,horror
Shankar Saleem Simon,"Shankar is the son of a corrupt businessman. When his sister is married against her wishes, she escapes living with Simon, a poor man whom she loves. The society strongly objects to this union.",action,romance
Cowboy 44,"A disgraced, condemned mech-pilot war hero, trapped in an electromagnetic superstorm, is pursued by a mysterious and relentless enemy.",horror,action
Hex,A group of friends who were World War I flyers ride their motorcycles across America in search of what they believe their generation lost during the war.,horror,action
Seven and a Match,"Seven college friends re-unite in the house where they used to spend summers. Some things have changed, some have stayed the same.",romance,horror
Sin Apple,A man places a woman under a spell to make her fall in love with him. Problems arise when her true love comes back into the picture.,horror,romance
Turning Mecard W: The Secret of Van dine - Special Edition,"Birth of powerful mechanimals. The destiny depends upon this battle. Nachan and his friends were spending peaceful days when Dr.Franklin call out them to Triforce. Nachan, Isobel and",action,horror
Zombies in Hertford,"Lord Plaag from outer space has awoken from his slumber in a town near London, England called Hertford. Nigel is a comic salesman who must save his girlfriend from Lord Plaag's evil clutches (not the car variety).",horror,action
Dav Pech,"Bajrangi and his sister, Sharda, lives in a small village in Central India, and have been orphaned at a very young age. Since Sharda is of marriageable age, Bajrangi arranges for a suitable",action,romance
Las Gatitas,"Erma and Kat are two of the sexiest sisters, that are different in every-way. Erma is level headed and into Classics, whereas Kat is fly by the seat of your pants and into Comic Books. The",action,romance
Jiang hu er nü,A story of violent love within a time frame spanning from 2001 to 2017.,romance,action
Snow White,Kate is faced with the desolation of a cross-country move for a promising new position at a tourist town theatre. She faces problems when the historic boarding house seems to turn on her.,horror,romance
The System,The story is about a lower middle class boy Haider Ali who is the son of a Pesh Imam. He is in love with his neighborhood girl Sara. Haider's uncle is a normal government officer who do not,action,romance
Bergamot Kills,During an investigation into organised crime a detective is abducted by the Armed Forces and taken to a top secret military bunker. It's soon revealed that DNA experiments on humans and,horror,action
Jules Verne's Mysterious Island,"March 1865. A group of Union soldiers escape from Confederate hands in a balloon, accompanied by their former Confederate captor. The balloon crashes on a sinister island where they encounter all manner of oddities and dangers.",horror,action
1989,Plot kept under wraps.,romance,action
My Super Ex-Girlfriend,"When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell.",romance,action
Richie,"A journalist sets out to uncover the truth behind an incident, through the perspectives of different people, unraveling how they and their lives are intertwined with it.",action,horror
Big Fat Gypsy Gangster,"After serving sixteen years at her majesty's pleasure Bulla is out on the streets again, but things start to go wrong from the moment he steps out when he finds out he's lost everything on the outside world.",action,romance
Death Takes a Holiday,"The Grim Reaper takes the form of a Prince in an attempt to relate to humans and, along the way, also learns what it is to love.",romance,horror
Baseline,The Baseline is the centre of the East London grime club scene and the queue regularly stretches around the block. Danny works on the door - breaking up fights and managing drunk kids.,action,romance
Daluyong!,Six beautiful people caught in a deluge of their own raw passions unleashed.,romance,horror
Yatchan,Two passionate people with dreams swap places accidentally by fate and their common key to get back their lost life is to defeat the antagonist through the girl whom he wants dead since she can foresee the future.,action,romance
Grave Girl,"Gabrielle has the ability to see, speak and allow the dead to possess her body. Not all of the spirits hanging out in purgatory have good intentions. Based on the graphic novel by Everette Hartsoe",action,horror
Khuda Haafiz,A newly married couple's life falls in jeopardy when the wife goes missing under mysterious circumstances.,action,romance
Servants of Twilight,"Based on the novel by Dean R. Koontz, this action packed thriller features Bruce Greenwood as a private detective hired to protect a little boy from a fanatical religious cult that believe",horror,action
Sloppy the Psychotic,A man whose main purpose in life is to make kids happy suddenly looses that privalige and decides to take revenge on all in a way so horrific that even the most cruelest of humans would shudder,horror,action
Contractors,"An FBI analyst must build an off-book safe house to get his job back, but his spirited contractor may prove to be more of a problem than a solution",romance,action
Sensations of 1945,"Father and son press agents fail to see things eye to eye, in the final screen appearance of comedian W.C. Fields.",romance,action
The Comedy of Terrors,Dishonest undertaker Waldo Trumbull and his sidekick Felix Gillie are creating their own customers when they cannot find willing ones.,horror,romance
The Brides,3 young brides return from beyond to try to find their long lost love.,horror,romance
Thunder in the Valley,"A story of the Scottish highlands about a crockerty old sheepherder, Adam MacAdam (Edmund Gwenn),who loves his prize collie dog, but little else, not even his son Davis (Lon McAllister).",romance,horror
Go Goa Gone 2,Sequel of the 2013 'zom-com' film Go Goa Gone.,action,horror
The Thingy: Confessions of a Teenage Placenta,"The heartbreaking story of a living placenta that is raised as a human, a christian, a soldier.",horror,romance
A Tribe Called Home,Brunson Miller actor and soap opera star gets stranded out in the mountains after going on a retreat for addiction. After getting his truck and gear weged on a back power line road he takes,horror,romance
Exile Express,Spies will not stop at murder in their attempts to wrest a secret formula for a deadly poison away from American scientists.,romance,action
The Count of Monte Cristo,Modern-day adaptation of 'The Count Of Monte Cristo' by Alexandre Dumas,action,romance
The Hatching,"On the death of his father, Tim Webber returns to his childhood village in Somerset to find something sinister is disturbing the idyllic peace of the villagers.",action,horror
Divine Retribution: Nunslinger,"In 1865, under the auspices of St. Michael the Archangel, a nun, a runaway slave and a rabbi join forces to drive the French out of Mexico.",action,horror
The Bike Thief,"It's summer 2005, in the medieval city of York, England - reportedly the most haunted city in the world. As the sun beats down, Jack, an American exchange student, goes for a casual jog in",action,romance
Bohemia,"A washed up writer orders a call girl, who specializes in storytelling, to help him through his weekend of work.",romance,horror
Veerta,"Multi-millionaire Balwant Rai is a widower who lives with his daughter Uma and a school going son Amar alias Munna. Since Uma is of marriage-able age, Balwant decides to get her marry to",action,romance
Haadsaa,"Asha lives a poor lifestyle with her parents in Bombay. When her mom passes away, her dad takes to alcohol in a big way, and also brings home her stepmother, who is also an alcoholic and",action,romance
Nude on the Moon,"A rich rocket scientist organizes an expedition to the moon, which they discover is inhabited by nude women.",romance,horror
PandaMonium Incorporated,"There exists an underground corporation with which one can hire a serial killer to do their dirty work, but these Psychos for Hire are about to meet their match.",horror,action
Unknown Origins,"Madrid, 2019. A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.",action,horror
The Hunchback of Notre Dame,The timeless tale of the seductive gypsy Esmeralda and the tortured hunchback Quasimodo.,horror,romance
Psycho Sex Killer,A serial killer is on the loose. And the victims have one thing in common - they are all in the care of the same psychiatrist. Who could be the mysterious killer?,action,horror
Khooni Panja,Seema is murdered by her husband and her hand dismembered. This hand proceeds to capture the body of Pinky and systematically kills her entire in-law family in order to extract revenge on her husband who is killed by his brother Ajay.,horror,action
Realm of the Undead 2,Treasure hunters fight zombies in the old west for Confederate gold.,horror,action
Medium,"A gang of robbers steals thousands of euros in a provincial bar without imagining that the owner of the business is Cagliostro (Tony Sperandeo), a shady individual linked to the criminal",horror,action
The Wicked Gift,"Ethan is a young, shy and rather reserved designer who has suffered from insomnia for many years due to his terrible nightmares. Believing he has a personality disorder he decides to see a",horror,romance
Gek van Oranje,The lives of several people cross during the 2010 soccer world-cup.,romance,action
Freeze,"On a rescue mission to the North Pole to retrieve an old friend and his lost expedition crew, Captain Mortimer gets more than he bargained for when his ship is frozen into the ice sheet and",horror,action
"China 9, Liberty 37","The railroad hires a condemned killer to murder an uncooperative rancher but the assassin fails to deliver, prompting the railroad men to go after him instead.",romance,action
Take It to the Limit,A troubled teenager joins a group of rock climbers and is quickly forced into a death-defying adventure.,action,horror
The Underground Banker,A man's family is torn apart when his wife takes a loan from a loan shark who will stop at nothing to get his money back.,horror,action
La muerte incierta,A planter who lives with his son in a remote area of India has an affair with a native girl. On a trip to England he remarries and the native girl commits suicide. On his return he is,horror,romance
Under Attack,"Dr. Veronica McCabe is shutting down the Plum Island Animal Disease Center because they are bringing diseased animals through her town. Her nine year old son Alex contracts an unknown disease and now she has to find the cure, but how?",action,horror
Blood and Chocolate,A teenage werewolf is torn between honoring her family's secret and her love for a man.,horror,romance
A Chinese Ghost Story,"Tax collector Ning, a clumsy and easily frightened man, doesn't have any money and decides to stay overnight in an abandoned temple. Little does he know that the temple is haunted. He meets",horror,romance
Medusa's Landing,A cattle rustler tracks his missing brother to a farm run by two settler witches who entrap young men as spirit-slaves. He must find a way to destroy their ancient power to liberate his brother.,horror,action
Jericho Ridge,"Trapped and without backup, a small town cop fights for her life when her remote Sheriff's Office is targeted by murderous attackers.",action,horror
Hanggang kailan ako papatay para mabuhay,"Ruben has grown up with his grandmother since his father died and his mother decided to remarry. His childhood was unhappy and he blamed his mother for his misery. Later, from need for",action,romance
For Sale by Owner,A newly married couple buy property that not only has a link to the husband's past but also to the lost colony of Roanoke.,horror,romance
Brother's Revenge,"When two brothers become separated, their lives take different turns. But 20 years later, when they meet again and their lives once again intertwine, they are faced with a tough decision to make. Is the truth really just old lies?",action,romance
Save Me,"A sex and drug-addicted young man who is forced into a Christian-run ministry in an attempt to cure him of his ""gay affliction,"" where instead he is faced with the truth in his heart and spirit.",romance,horror
The Mask of Love,A famous mystery authoress Li lives in an upscale residential quarter with her white-collar elite boyfriend Ding. Ding was married once but the wife disappeared mysteriously five years ago.,horror,romance
Thuruppu Gulan,A kind-hearted street-rowdy manages his own problems while his fathers mate's daughter arrives. He promises to help her and succeeds in it.,action,romance
Neko,"Two guys are moving in a small village called 'Purea' to undertake a screenwrite course, but there's something really special and magical about this place where weird characters come from other worlds.",action,horror
Destination Unknown,A beautiful Dutch girl finds herself in Peking being pursued by agents of the Japanese government.,romance,action
Reasons to Avoid Dying Sadly,"Inspired on the book by the same name, the film is divided into 6 short stories in the same city. Each story deals with deep human emotions in tales that covey fantastic elements to prove",action,horror
Without a Crowd,Throw out the script. Roll the camera. Grab your guitar and pour the Whiskey. You might get a crowd. You might not.,romance,horror
Killer Tongue,This horror story involves a woman hiding out with four pastel colored poodles in a desert gas station with the loot from a heist while her boy friend does prison time. A meteorite crashes,horror,action
Big B,"Four brothers hunt for the killer and the truth behind their loving foster mother who was murdered in cold blood, .",action,horror
Nada x perder,"Gonzalo Romero, a 32-year-old lawyer looking for economic prosperity, tragically changes his life when his father and brother are attacked by the nephew and right-hand man of an influential",action,romance
Runaways,"After marrying the beautiful Abril and moving back to the small town where she grew up, proud new groom Daniel realizes that his new bride keeps a dark secret, and that earning the respect of the locals just might cost him his life.",action,romance
Siargao,Three souls vibe in the island off of northeastern Mindanao.,romance,horror
The Nail,"A rural magistrate tries to solve the mystery of a man's death that turns to murder in the light of new events, while searching for his lost love, a beautiful and enigmatic woman who suddenly disappeared.",romance,horror
Sexy Girls of Denmark,The son of a big film producer goes to Copenhagen from Hong Kong trying to seal a deal.,romance,action
The Lone Defender,"Feature version of the same-titled 1930 serial, with re-shot and added material.",romance,horror
Five Hells for a Thief,"After being released from prison, a former armed robber convinces his younger brother and partner to help him perform one last job, but the church they are targeting may not actually be a church.",horror,action
Troy the Odyssey,Based on the Epic Greek Poem as sung by Homer.,action,romance
Junction 48,"Set against a backdrop of the Israeli-Palestinian conflict, Palestinian rapper Kareem and his singer girlfriend Manar struggle, love and make music in their crime-ridden ghetto and Tel Aviv's hip-hop club scene.",action,romance
A Reunion,Two estranged friends travel across the country to attend their college reunion and face their complicated past along the road.,romance,horror
No Stranger Than Love,"What is stranger than the big hole that opens up in Lucy Sherrington's living room floor? As it turns out, love.",romance,horror
Coyote Summer,"Callie Carpenter's mom must travel to England for work, and she decides that it would be best for her hard-to-handle daughter Callie to spend the summer at her aunt and uncles horse ranch, rather than travel abroad with her.",action,romance
Mau Mau Maria,Three brothers try desperately to find the women of their lives so they can fulfill their father's wish and save their future as the family heirs.,romance,action
Fear No Evil,High school student turns out to be personification of Lucifer. Two arch angels in human form (as women) take him on.,horror,action
Erotica 2022,"Five stories about women's issues, loosely connected, and all with an erotic element.",romance,horror
Mujeres encantadoras,Un grupo de mujeres sospecha que su pareja le es infiel y arma un enredo a los pobres mujeriegos involucrados.,romance,action
El Amarre,"A woman has a crush with a coworker and makes a ritual to make him fall in love with her, but things got a little out of hand when she messes with forces no one can control.",horror,romance
"Find Her, Keep Her","They are the wealthiest players in town. Life cant be better, money, fame the girls but one thing they aim for is finding her and keeping her",action,romance
Crveni udar,"At the beginning of the war the Germans come to the mine Trepca in Kosovo and occupy it. Communist Party and the workers do not agree with that and under constant repression, beginning",action,romance
Seizure,A young gangster forced into trafficking girls goes into hiding when a deal goes wrong but when the girl unleashes her supernatural curse he must decide between his love for her or running for his life.,horror,action
Northern,"A haunted veteran, stranded in the isolated snowy wilds of Maine, must embrace the killer within when a posse of Bostonian gangsters from his past come looking for him.",action,horror
Con el viento solano,The girlfriend of a young gypsy tries to guide her life in a proper way but does not achieve it. When she gets difficulties because of a fight everything changes.,action,romance
The Festival,A struggling author named Charles Keene travels from New York City to meet with his fiance's grandparents for a traditional festival held once a year in a small New England town. Upon,horror,romance
Nightmarchers,"Hours before being deployed to active duty overseas, a group of misfit soldiers blowing off steam come under attack by the ghosts of ancient Hawaiian warriors with no way to defend themselves.",horror,action
The Evil Within,Plot is currently under wraps.,horror,action
The Lead,"Tehran, 1948. A young Jewish couple, Danial and his wife Munes, decide to immigrate to the recently founded state of Israel. But their application is rejected on the ground of the documents",action,romance
A Quiet Place,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",horror,action
Tenderfoot,An independent film about a group of teenagers at school and how a war affects them. This film was made on a micro budget solely by teenagers and was made over a period of one and a half,action,horror
Su,A architect lost his wife and child in a waterdisaster.,action,romance
The Lessee,"In a series of life events, a group of young adults expressed their love, desires, and secrets in ways they didn't imagine they could.",romance,horror
The Shoot,A fashion shoot in the desert goes horribly wrong when two hard-up rockers try their luck at robbing it.,horror,action
HeartBreak,"Heartbreak follows the life of a one-time, award-winning professional billiard champion. Down on his luck, he encounters a young Korean woman seeking to become the billiard world champion to save her son's life.",action,romance
Twisted Crown,"Inspired by true events. Twisted Crown follows the story of Beauty, a naive young woman who escapes her brutal reality by vanishing into fairy-tale worlds of her own making.",romance,horror
Sitora,"The story centers on a tyrannical shaman who peddles the threat of a supernatural half-man, half-tiger, as a means of preserving his feudal control.",horror,action
Miserable Marnie & The Shut In,"Miserable Marnie Strauss (17), a lonely teenage girl, lives alone with her reclusive mother, Matilda in a small town. She dreams of nothing more than to befriend the popular girl, Spencer,",horror,romance
Shikaar,"Sree Nath falls in love with a poor woman and both get intimate, resulting in her getting pregnant. When the time comes for Sree to marry her, he renounces her and instead marries the",action,romance
Darinda,As kid Krishna is in love with Kirti who has a scar on her back considered to be unlucky.Krishna burns his hand and makes similar scar on his body so that they can get married.Thakur Sahab,action,romance
Marhulový ostrov,The story of a girl who raises passion and subsequent rage between two brothers. The inhabitants of the nearby village watch their lives from far away. The only witness to their,romance,action
Tales of Albion,"Myths, Legends and Folklore of Britain re-told in 8 tales woven together by a storyteller",action,horror
Hunter,"A legacy of men, known as Hunters, have protected the world from evil for centuries. Today, a new Hunter has emerged: A young woman.",action,horror
The Bridge at Lo-Yang,"During the Song dynasty, a river separates people on both sides. Ferries capsize in its turbulent waters. Legend has it that the Turtle and Snake demons live under its waters.",romance,action
Istoriya odnoy starushki,"An elderly, paralyzed woman is in a nursing home for several years. Suddenly, her relatives come and take her home. Vulnerable, helpless, unable to say she thinks she has returned to the family, and found a house.",action,horror
Minotaur,"When the villagers offer their brethren as a sacrifice to the Minotaur, Theo (Tom Hardy) sets off on a harrowing quest to the labyrinth to kill the evil bull-god.",action,horror
Klassik,"The current ""aces"" of billiards from different cities of Russia decided together to make a gift to their teachers, living out their days in almshouses. They decided to raise money and",action,romance
The Game Changer,"During the days of preparation leading up to an international gaming event in London, two socially inept gamers find themselves having to somehow refine their social skills.",romance,action
Cheene Badam,"Rishav creates a mobile app called Cheene Baadaam for lonely people to find friends, Trisha his girlfriend helps him build it. Now they are on their separate ways and both use the app to find friends.",romance,horror
Sarvakalasala,This story deals with an orphan named Lal who keeps studying in a college even though he has earned three Masters Degrees. Various events happening in the college form the plot of the story.,romance,action
The Miracle Kid,"Unknown to his clients, publicity man Al Bolger handles the accounts for both Madame Gloria and J. Hamilton Gibbs, who run rival body building institutes.",action,romance
Censurado: Inno all'amore,"Christmas Eve. The clock has just struck at midnight. A man is sitting on the couch beside the great Christmas tree dominating the wide living room. Decorations, lights, colors. Lisa, his",action,horror
Pueblerina,"Aurelio Rodríguez is released from jail, and tries to start a new life marrying Paloma and working his land. But the local landowners, the brothers González, interfere with his plans.",romance,action
Waxworks,A wax museum hires a writer to give the sculptures stories. The writer imagines himself and the museum owner's daughter in the stories.,horror,romance
Black Cyclone,A cowboy and a wild horse find they have some things in common: both have enemies out to get them and both must save their mates from danger.,romance,action
Alpago: Alpaslanin fedaisi,"Alparslan the Seljuk's Sultan who has aimed to end the sovereignty of the Byzantine Emperor Romanian Diogenes in Anatolia, is also fights with Hasan Sabbah. He calls for duty to Alpago to fight against them.",romance,action
Dive Bomber,A military surgeon teams with a ranking Navy flyer to develop a high-altitude suit which will protect pilots from blacking out when they go into a steep dive.,romance,action
Traffic,The lives of some different people get intertwined when a girl is in urgent need of a heart transplant with the only heart donor being many miles of traffic away.,action,romance
We Will Part,"A film about a young man, a woman, and the few days they are forced to spend together in a remote cabin in Sweden.",romance,horror
Saelo-un maengseo,"The story of three young men who were taken away by the Japanese invaders for forced labor, and after their release they returned to their native fishing village and enthusiastically set about restoring the economy.",romance,action
The Dealer,a guy travel to turkey and work there and finally became a dealer and there he met with his old enemy who married to the girl that he loves,action,romance
Born 2 Hustle,Natalia and her sisters discover how deep their affiliations lie in the crime world when they do some excavating into their dad's past.,action,horror
Christmas Crisis,On Christmas eve a tired detective bothered by the crime wave plaguing his city stops at the store to get a last minute gift for his daughter when he is brutally attacked and robbed. When,action,horror
Aap Ki Parchhaiyan,"A family drama with a special focus on two generations of the Chopra family. Dinanath Chopra lives in a small tenement with his wife, and two sons Baldev, and Chandramohan. Dinanath",romance,action
Midnight Dreamers,"This is a vampire story that happens in Paris. It tells a dark fairy tale about love and immortality. An aristocratic French vampire ""KOI"" founds a film company 100 years ago. His family",romance,horror
Order of the Red Serpent,"A secret society known as the ""Order of the Red Serpent"" try and resurrect the fallen angel.",horror,action
Street Soccer,"A young lad moves to London and find himself drawn into the dark and sometimes violent world of car park football, where there's no rules and no referee - just skills.",action,horror
M.I.A.,A man wakes strapped to a chair with no memory of who he is - he spends the day trying to stay alive and solve the mystery behind the man he sees staring back in the mirror.,action,horror
Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",horror,romance
Bloody and Trash,Une contamination Virale contraint quelques survivants à se réfugier dans un tunnel désafecté...ne se doutant pas de ce qu'il abritait...,horror,romance
The Little Foxes,"The ruthless, moneyed Hubbard clan lives in, and poisons, their part of the deep South at the turn of the twentieth century.",romance,action
Guardians of the Galaxy Vol. 2,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",action,romance
Lives Adjusters,"Is it fate unconditionally surprising? Our three protagonists they prove the contrary, destiny can be changed, even among horrifying happenings.",horror,romance
They Wait,A young mother and her six-year-old son come face to face with the mysteries of two murders and a great crime against the Chinese community into which they have recently arrived from Shanghai.,horror,action
Hariko no tora,"Momofuku Hanazawa is a man with a problem. He loves Hanafuda, a Japanese card game, but he always loses. His losing streak has created a mountain of debt to Torakichi Takida, the older",horror,romance
Pop Black Posta,What would happen if someone were reading your mail? This is what a wild group of characters will discover in the claustrophobic atmosphere of the postal service. When a safe place like the,action,horror
The Seminar,A woman must protect her self help guru from a gang of killers at a spiritual seminar.,horror,action
The Crow,"A modern re-imagining of the beloved character, The Crow, based on the original graphic novel by James O'Barr.",action,horror
Higashi no Eden Gekijôban II: Paradise Lost,"The game is finally coming to a conclusion. The authorities are closing in on Saki and her friends, while the Selecaos' maneuvering start to bring us closer to the truth about Mr. Outside.",action,horror
Special Delivery,"""I deliver everything that the post office service does not handle."" Eun-ha, who is a normal junkyard employee, secretly works as a delivery clerk that deals with unusual delivery requests.",action,romance
Gemerlapan,Mimi presence at an elite college has caused various reactions. The arrival of a new student (Mr. X) fueled the competition between them all.,romance,horror
Pizza Man vs. the Dude,"When the worlds of high speed pizza delivery and accidentally invoked gypsy elemental beings collide, cheese is extra.",horror,action
The Entrance,"A police detective is swept into a web of deception and, in search of the truth, finds herself in a contest with forces of the occult.",horror,action
Benvenuti a Fuocofatuo,"Francesco Pasanisi sta guardando la televisione. Dopo aver fatto zapping, fra canali politicisti, cose trash e spot inadatti all'ora di pranzo, capita su un canale in cui sta iniziando un",horror,action
The Fappening,"Inspired by the August 2014 celebrity cellphone hack. A struggling filmmaker has his wish for fame fulfilled, but gets more than what he bargains for.",horror,romance
Mama Runs Wild,"Suburban Paradise Park becomes a heaven for social-minded Mrs. Alice Summers (Mary Boland), when she accidentally causes the apprehension of two bank robbers after walking into the bank",romance,horror
The Adventures of Tartu,"1940. Captain Terence Stevenson with the British Army is part of the bomb disposal unit in London, his primary job to defuse them. Despite having no experience as a spy, he is asked by his",romance,action
Oculi,"Martin, a blind man in his 30's looking for love, might be in way over his head, when he starts investigating the kidnapping of his new date.",action,romance
Project Nine,An organization is threatening to infect the world with extreme cannibalism. Watch as America attempts to survive this ordeal through the government's lies and treachery.,horror,action
Idle Speed,A college freshman crippled by indecision is forced to fight for his life in the Utah desert after he and his self-assured roommate cross paths with a mysterious shooter.,action,horror
Safari 3000,"Reporter J.J. Dalton (Stockard Channing) wants to write a story about a gruelling three thousand kilometer auto rally through Africa. When her deal to ride with a driver falls through, she",action,romance
The Cruel Tower,Tension and rivalry among a crew of steeplejacks.,romance,action
Verrückt nach Fixi,"A rather unpopular, cowardly guy gets a sex doll for his birthday when he finds she's a little more action-packed than once assumed...",romance,horror
Naked Wishes,"After inheriting a trunk with a lantern in it, a man releases a beautiful genie named Samanthia. She starts granting his wishes and sexiness emerges all around him.",romance,horror
Ouija 4,"Min (Jacqueline Ch'ng), Lung (Sammy Sum), Keong and Fen are business partners of an online game design company, which is on the verge of winding up due to the lack of clients. Just as",horror,romance
Urban Square,"Ryou Matsumoto is a screenplay writer that runs into a man and witnesses his murder. Unknown to him, he gets caught up in an illegal antique ring along with a girl he meets named Yuki. In",action,romance
Between Two Worlds,The film tells the story of a beautiful young student musician who has committed suicide due to bring in the depression but fortunately she was rejected by the Death God. When she did not,horror,romance
Mystery of the River Boat,"""The Mystery of the Riverboat"" while ending each chapter with a cliffhanger is more episodic in nature than the usual Universal serial and somewhat similar to Universal's 1934 ""Tailspin",action,horror
Double Door,"In New York in 1910, wealthy spinster Victoria Van Brett controls with an iron hand both the family fortune and the lives of her younger sister Caroline and half brother Rip. When Rip",horror,romance
Don't Touch That Dial,"Public access hero Donny Defeyo's TV show has been canceled, now he and his team fight back when the broadcasting station has been taken over by a snobbish Hollywood Producer.",horror,action
Não Deixe o Sangue Voltar para a Cabana,A former MMA fighter must protect his daughter from a cult that wants to kidnap her and that is related to her mother's mysterious passing.,horror,action
Kafir,"Yasemin lives alone with her sister Ayse. Yasemin is happy with his fiancée Ufuk. Everything is shaken by a nightmare seen by Ayse, at the point of turning a beautiful life into a",horror,romance
Hwanghonui geomgaek,Kim Tae-won remains loyal to Queen Min after the ursper Jang Hie-bin takes the throne. Queen Hie-bin's chief magistrate tyrranizes those who remain sympathetic to the old queen and attempts,action,romance
Jaan to Pyara,"Gill and Lakha, two childhood friends fall for the same girl, Maahi. On the other side of the village, Jagga has vowed to make her his wife. Maahi parents force her to marry Jagga but Gill",action,romance
Married in Malibu,A murder mystery irrelevant romantic comedy that takes place in Malibu.,action,horror
Tahiti Nights,"During World War Two, an American band leader, Jack (Dave O'Brien) arrives on a Tahitian island , and via a chain of unexpected events, soon finds himself soon about to be betrothed to",romance,action
Sphere of Fear,"A possessed football is killing people. Dylan Davis, with the help of a hot goth chick, must avenge his brother's death by the football and kill it before it falls into the mercenary hands of the mysterious hunter.",horror,action
The Lunatic Fringe,A romantic comedy with plenty of action set against the backdrop of a caper gone badly and the witness protection program. Set in New Orleans.,romance,action
Nice Guys,"Seven friends are returning home from college. They expect everything to be the same as it was in high school,but quickly learn that they have grown to become different people. With this,",romance,horror
Una noche de amor,"A couple married for 12 years and 2 kids, decide to go out. The night doesn't go as planned.",romance,horror
Angaara,"Sagar is a young man who lives with his mom, Saraswati, a college-going brother, Vishal, and a school-going sister, Chutki, in a town in India. His father had abandoned them years ago and",action,romance
Ricardo,Sibling rivalry takes a deadly turn when a young man's jealousy of his adopted brother pushes him to the breaking point.,horror,romance
Hell Hole,"Just outside a desolate ghost town, inside a long-abandoned gold mine, lurks a dark being, conjured by the Shanowah tribe ages ago to destroy those that threatened to wipe out their people.",action,horror
The Spiral Road,"In 1936, a Dutch physician who treats leprosy patients in the jungles of Indonesia has a dangerous run-in with a local witch-doctor who uses black magic to kill his enemies.",romance,action
Skinford,"British con artist, Jimmy 'Skinny' Skinford, uncovers the opportunity of a lifetime--whilst digging his own grave.",action,horror
Rabid,"The quiet Rose works in women's fashion clothing, hoping to be a designer. A traffic accident damages her face. She gets experimental stem cell treatment, leaving her stronger and prettier than ever - but there's a side effect.",horror,romance
Betty Blue,A lackadaisical handyman and aspiring novelist tries to support his younger girlfriend as she slowly succumbs to madness.,romance,horror
Mind-Bender 2,After the events of the the first film Jon returns as a ghost to haunt Tom. Tom initially refuses to believe that ghosts exist but Jon eventually hypnotizes him into continuing his rein of terror.,action,horror
The Fates,"An American girl travels to Brazil and falls in love with a drug dealer from the favelas, in the pulsing city of Rio de Janeiro.",action,romance
Diary of a Nudist,Newspaper editor Arthur Sherwood is on a hunting trip when he accidentally stumbles upon a nudist camp in the woods. He is very much shocked by this and decides to send reporter Stacy,romance,horror
Nightmare Beach,"After the execution of a motorcycle gang leader convicted of murder, a helmeted biker goes on a killing spree during spring break in Florida.",horror,action
Laj o lajbazi,Rahmat is a driver but his wife is not content with his job. This ruins their relationship making them always to fight each other but when Dash Gholam intervenes everything changes.,action,romance
Monopoly Money: The Movie,"Fed up with tirelessly working day in and day out just to provide for their families and have nothing to show for it, two friends, CJ and Speedy, begin to explore different ways to bring in",action,romance
GLBTZ: Drag Them to Hell,"When the last Country in Europe finally approves gay marriage, a successful drag queen decides to organize an unforgettable Halloween party in his home town. But someone is waiting in the wings to ruin his plans.",horror,romance
Englewood: The Growing Pains in Chicago,"Englewood examines the lives of three young men living in Englewood Chicago, united by the desire to survive senior year, but divided by their ways of life.",action,romance
Fair Game,A young woman running an animal sanctuary in the outback takes her revenge on a trio of kangaroo hunters who terrorized her.,action,horror
Papi Cuanto Vale tu Tiempo,"A man has no time for his wife, kids not even God. The Devil is right around the corner waiting for his next victims. If you don't appreciate what God has given you, then it can easily be",action,horror
